dataset,C_DC_5,C_SC_9,bucket,n,min_value,max_value,share
Arelig,2,2,0.5 to < Q3,1711,0.500058293,0.70487535,10.8
Arelig,2,3,Top 25% (>= Q3),1133,0.706542373,5.867862225,34.1
Arelig,2,3,Zero (== 0),1409,0,0,42.4
Arelig,2,3,< 0.5 (non-zero),651,2.72393E-05,0.499589682,19.6
Arelig,2,3,0.5 to < Q3,133,0.500058293,0.688826799,3.9
Arelig,2,4,Top 25% (>= Q3),1995,0.705129564,2.243857861,8
Arelig,2,4,Zero (== 0),15788,0,0,63.1
Arelig,2,4,< 0.5 (non-zero),5362,3.06368E-05,0.499919415,21.4
Arelig,2,4,0.5 to < Q3,1866,0.50014019,0.704964578,7.5
Arelig,2,5,Top 25% (>= Q3),909,0.705415726,2.492003679,28.9
Arelig,2,5,Zero (== 0),762,0,0,24.2
Arelig,2,5,< 0.5 (non-zero),854,4.41074E-05,0.499750733,27.1
Arelig,2,5,0.5 to < Q3,623,0.500050306,0.705003858,19.8
Arelig,2,6,Top 25% (>= Q3),1618,0.70526731,1.79451704,14.4
Arelig,2,6,Zero (== 0),5713,0,0,50.7
Arelig,2,6,< 0.5 (non-zero),2951,0.000579357,0.499287128,26.2
Arelig,2,6,0.5 to < Q3,977,0.500129819,0.704890192,8.7
Arelig,2,7,Top 25% (>= Q3),352,0.70505476,2.557226181,10.7
Arelig,2,7,Zero (== 0),1677,0,0,50.9
Arelig,2,7,< 0.5 (non-zero),991,0.000716686,0.499142885,30.1
Arelig,2,7,0.5 to < Q3,275,0.50029397,0.703778028,8.3
Arelig,3,1,Top 25% (>= Q3),3,0.742567599,0.961796224,1.3
Arelig,3,1,Zero (== 0),219,0,0,94.4
Arelig,3,1,< 0.5 (non-zero),9,0.024963677,0.354028165,3.9
Arelig,3,1,0.5 to < Q3,1,0.585794151,0.585794151,0.4
Arelig,3,2,Top 25% (>= Q3),86,0.710234284,1.466419816,1.9
Arelig,3,2,Zero (== 0),4304,0,0,94.7
Arelig,3,2,< 0.5 (non-zero),146,0.004746795,0.493171513,3.2
Arelig,3,2,0.5 to < Q3,7,0.524854779,0.670574784,0.2
Arelig,3,3,Top 25% (>= Q3),0,,,0
Arelig,3,3,Zero (== 0),2382,0,0,99.9
Arelig,3,3,< 0.5 (non-zero),2,0.260238349,0.272864461,0.1
Arelig,3,3,0.5 to < Q3,0,,,0
Arelig,3,4,Top 25% (>= Q3),12,0.715278029,1.121110678,0.5
Arelig,3,4,Zero (== 0),2423,0,0,91.3
Arelig,3,4,< 0.5 (non-zero),183,0.00026983,0.496653795,6.9
Arelig,3,4,0.5 to < Q3,37,0.522004604,0.684932351,1.3
Arelig,3,5,Top 25% (>= Q3),0,,,0
Arelig,3,5,Zero (== 0),549,0,0,98
Arelig,3,5,< 0.5 (non-zero),9,0.035940528,0.499252319,1.6
Arelig,3,5,0.5 to < Q3,2,0.502846122,0.522559881,0.4
Arelig,3,6,Top 25% (>= Q3),6,0.712573946,1.200503945,0.1
Arelig,3,6,Zero (== 0),4027,0,0,97.3
Arelig,3,6,< 0.5 (non-zero),98,0.0004704,0.455693483,2.4
Arelig,3,6,0.5 to < Q3,7,0.503752947,0.652241468,0.2
Arelig,4,1,Top 25% (>= Q3),2864,0.705229759,1.911696196,35.5
Arelig,4,1,Zero (== 0),771,0,0,9.5
Arelig,4,1,< 0.5 (non-zero),2990,0.000437081,0.49984467,37
Arelig,4,1,0.5 to < Q3,1449,0.500011563,0.704983294,18
Arelig,4,4,Top 25% (>= Q3),2310,0.705236912,1.862446308,20.1
Arelig,4,4,Zero (== 0),5184,0,0,45.1
Arelig,4,4,< 0.5 (non-zero),3013,9.2864E-05,0.499988258,26.2
Arelig,4,4,0.5 to < Q3,999,0.500013173,0.705034494,8.6
Arelig,4,5,Top 25% (>= Q3),510,0.707262218,1.846614599,77.6
Arelig,4,5,Zero (== 0),69,0,0,10.5
Arelig,4,5,< 0.5 (non-zero),46,0.006058216,0.499342322,7
Arelig,4,5,0.5 to < Q3,32,0.504041731,0.703813195,4.9
Arelig,4,6,Top 25% (>= Q3),113,0.705729365,1.08308208,6.3
Arelig,4,6,Zero (== 0),1066,0,0,59.3
Arelig,4,6,< 0.5 (non-zero),453,0.000943363,0.498401344,25.2
Arelig,4,6,0.5 to < Q3,165,0.50166136,0.70461154,9.2
Arelig,4,7,Top 25% (>= Q3),36411,0.705045044,4.711402416,23.6
Arelig,4,7,Zero (== 0),59185,0,0,38.4
Arelig,4,7,< 0.5 (non-zero),42254,5.66244E-06,0.499995112,27.4
Arelig,4,7,0.5 to < Q3,16435,0.500005722,0.705032468,10.6
Arelig,4,8,Top 25% (>= Q3),1786,0.705296993,1.818988562,23.5
Arelig,4,8,Zero (== 0),3884,0,0,51
Arelig,4,8,< 0.5 (non-zero),1447,5.83529E-05,0.499703586,19
Arelig,4,8,0.5 to < Q3,499,0.500035644,0.704679251,6.5
Arelig,5,5,Top 25% (>= Q3),0,,,0
Arelig,5,5,Zero (== 0),3,0,0,12.5
Arelig,5,5,< 0.5 (non-zero),16,0.226063251,0.496138394,66.7
Arelig,5,5,0.5 to < Q3,5,0.506837487,0.566492498,20.8
Arelig,5,6,Top 25% (>= Q3),0,,,0
Arelig,5,6,Zero (== 0),68,0,0,89.5
Arelig,5,6,< 0.5 (non-zero),5,0.087241948,0.460969567,6.6
Arelig,5,6,0.5 to < Q3,3,0.614047229,0.618399799,3.9
Arelig,5,7,Top 25% (>= Q3),8520,0.705136836,4.384107113,27.6
Arelig,5,7,Zero (== 0),9823,0,0,31.8
Arelig,5,7,< 0.5 (non-zero),9849,6.25849E-05,0.499806523,31.9
Arelig,5,7,0.5 to < Q3,2718,0.500021458,0.705013156,8.7
Arelig,5,8,Top 25% (>= Q3),2734,0.705163121,4.572881222,32
Arelig,5,8,Zero (== 0),2489,0,0,29.1
Arelig,5,8,< 0.5 (non-zero),2302,3.22461E-05,0.499737442,26.9
Arelig,5,8,0.5 to < Q3,1017,0.500097275,0.704943001,12
Arelig,5,9,Top 25% (>= Q3),107239,0.70504117,7.239094734,30.4
Arelig,5,9,Zero (== 0),106109,0,0,30.1
Arelig,5,9,< 0.5 (non-zero),102982,2.38419E-05,0.49999994,29.2
Arelig,5,9,0.5 to < Q3,36174,0.500005007,0.705040336,10.3
Aindus,1,1,Top 25% (>= Q3),1108,3.955748796,70.23677063,29.5
Aindus,1,1,Zero (== 0),1333,0,0,35.5
Aindus,1,1,< 0.5 (non-zero),684,0.000243187,0.492859244,18.2
Aindus,1,1,0.5 to < Q3,630,0.502437115,3.95285964,16.8
Aindus,1,2,Top 25% (>= Q3),4001,3.958409309,49.84828949,19.5
Aindus,1,2,Zero (== 0),1933,0,0,9.4
Aindus,1,2,< 0.5 (non-zero),3137,8.88705E-05,0.499985397,15.3
Aindus,1,2,0.5 to < Q3,11413,0.500142276,3.955422401,55.8
Aindus,1,3,Top 25% (>= Q3),1007,3.958055735,35.00878143,7.6
Aindus,1,3,Zero (== 0),1999,0,0,15.2
Aindus,1,3,< 0.5 (non-zero),2818,0.000106156,0.49993223,21.4
Aindus,1,3,0.5 to < Q3,7356,0.500007987,3.953108788,55.8
Aindus,1,4,Top 25% (>= Q3),2971,3.957134247,111.6647491,83.1
Aindus,1,4,Zero (== 0),6,0,0,0.2
Aindus,1,4,< 0.5 (non-zero),44,0.023273051,0.486159384,1.2
Aindus,1,4,0.5 to < Q3,553,0.503873825,3.950159073,15.5
Aindus,1,5,Top 25% (>= Q3),129,3.970762014,21.77100372,2.1
Aindus,1,5,Zero (== 0),888,0,0,14.6
Aindus,1,5,< 0.5 (non-zero),1417,0.000144064,0.49946332,23.3
Aindus,1,5,0.5 to < Q3,3640,0.50014472,3.954255104,60
Aindus,1,6,Top 25% (>= Q3),2254,3.956624508,221.2857513,16.9
Aindus,1,6,Zero (== 0),2046,0,0,15.3
Aindus,1,6,< 0.5 (non-zero),2378,0.000252426,0.49971956,17.8
Aindus,1,6,0.5 to < Q3,6665,0.500006914,3.953799248,50
Aindus,2,1,Top 25% (>= Q3),8829,3.95559001,69.93585205,24.6
Aindus,2,1,Zero (== 0),2749,0,0,7.7
Aindus,2,1,< 0.5 (non-zero),4895,3.33786E-05,0.499885857,13.7
Aindus,2,1,0.5 to < Q3,19350,0.500028789,3.955509901,54
Aindus,2,2,Top 25% (>= Q3),487,3.957931519,16.32204247,3.1
Aindus,2,2,Zero (== 0),1079,0,0,6.8
Aindus,2,2,< 0.5 (non-zero),3861,5.00679E-06,0.499588609,24.5
Aindus,2,2,0.5 to < Q3,10357,0.500072539,3.954138279,65.6
Aindus,2,3,Top 25% (>= Q3),350,4.181950569,10.06410599,10.5
Aindus,2,3,Zero (== 0),299,0,0,9
Aindus,2,3,< 0.5 (non-zero),987,0.001443267,0.499590814,29.7
Aindus,2,3,0.5 to < Q3,1690,0.50020206,3.84198451,50.8
Aindus,2,4,Top 25% (>= Q3),7138,3.956871271,114.4191895,28.5
Aindus,2,4,Zero (== 0),3690,0,0,14.8
Aindus,2,4,< 0.5 (non-zero),3122,2.11596E-05,0.49989599,12.5
Aindus,2,4,0.5 to < Q3,11061,0.50006777,3.954317331,44.2
Aindus,2,5,Top 25% (>= Q3),117,3.997427464,6.53380537,3.7
Aindus,2,5,Zero (== 0),149,0,0,4.7
Aindus,2,5,< 0.5 (non-zero),1233,0.000443041,0.499559164,39.2
Aindus,2,5,0.5 to < Q3,1649,0.500102997,3.953664541,52.4
Aindus,2,6,Top 25% (>= Q3),1420,3.957188129,34.97306442,12.6
Aindus,2,6,Zero (== 0),1339,0,0,11.9
Aindus,2,6,< 0.5 (non-zero),2398,0.000179052,0.499954104,21.3
Aindus,2,6,0.5 to < Q3,6102,0.500198722,3.953952789,54.2
Aindus,2,7,Top 25% (>= Q3),847,3.961475134,13.71974754,25.7
Aindus,2,7,Zero (== 0),696,0,0,21.1
Aindus,2,7,< 0.5 (non-zero),331,0.003738105,0.498097897,10
Aindus,2,7,0.5 to < Q3,1421,0.50030005,3.951479673,43.2
Aindus,3,1,Top 25% (>= Q3),220,7.461449623,55.61160278,94.8
Aindus,3,1,Zero (== 0),12,0,0,5.2
Aindus,3,1,< 0.5 (non-zero),0,,,0
Aindus,3,1,0.5 to < Q3,0,,,0
Aindus,3,2,Top 25% (>= Q3),2266,3.9589715,233.7313232,49.9
Aindus,3,2,Zero (== 0),1184,0,0,26.1
Aindus,3,2,< 0.5 (non-zero),324,0.001694322,0.499344409,7.1
Aindus,3,2,0.5 to < Q3,769,0.500947416,3.919947624,16.9
Aindus,3,3,Top 25% (>= Q3),400,3.989266872,94.93978882,16.8
Aindus,3,3,Zero (== 0),1386,0,0,58.1
Aindus,3,3,< 0.5 (non-zero),343,0.000338137,0.496745229,14.4
Aindus,3,3,0.5 to < Q3,255,0.501045704,3.759925842,10.7
Aindus,3,4,Top 25% (>= Q3),867,3.962918043,177.8691711,32.7
Aindus,3,4,Zero (== 0),670,0,0,25.2
Aindus,3,4,< 0.5 (non-zero),574,7.689E-06,0.499378145,21.6
Aindus,3,4,0.5 to < Q3,544,0.501162648,3.799346685,20.5
Aindus,3,5,Top 25% (>= Q3),181,3.960700035,172.3943481,32.3
Aindus,3,5,Zero (== 0),107,0,0,19.1
Aindus,3,5,< 0.5 (non-zero),49,0.005795717,0.487721503,8.8
Aindus,3,5,0.5 to < Q3,223,0.50775373,3.954046488,39.8
Aindus,3,6,Top 25% (>= Q3),1499,3.963164806,123.9872818,36.2
Aindus,3,6,Zero (== 0),843,0,0,20.4
Aindus,3,6,< 0.5 (non-zero),685,7.93934E-05,0.498969972,16.6
Aindus,3,6,0.5 to < Q3,1111,0.500181675,3.954339504,26.8
Aindus,4,1,Top 25% (>= Q3),1440,3.955891848,12.5742321,17.8
Aindus,4,1,Zero (== 0),623,0,0,7.7
Aindus,4,1,< 0.5 (non-zero),880,3.91006E-05,0.499711394,10.9
Aindus,4,1,0.5 to < Q3,5131,0.500168085,3.954638958,63.6
Aindus,4,4,Top 25% (>= Q3),2551,3.961370945,65.34541321,22.2
Aindus,4,4,Zero (== 0),1767,0,0,15.4
Aindus,4,4,< 0.5 (non-zero),2039,5.00679E-06,0.499400377,17.7
Aindus,4,4,0.5 to < Q3,5149,0.500019252,3.95539093,44.7
Aindus,4,5,Top 25% (>= Q3),479,3.957032204,8.954023361,72.9
Aindus,4,5,Zero (== 0),36,0,0,5.5
Aindus,4,5,< 0.5 (non-zero),17,0.009488463,0.461987615,2.6
Aindus,4,5,0.5 to < Q3,125,0.544368505,3.954077482,19
Aindus,4,6,Top 25% (>= Q3),190,3.960309505,4.977225304,10.6
Aindus,4,6,Zero (== 0),387,0,0,21.5
Aindus,4,6,< 0.5 (non-zero),466,0.001022935,0.499883235,25.9
Aindus,4,6,0.5 to < Q3,754,0.500838101,3.947767973,42
Aindus,4,7,Top 25% (>= Q3),38286,3.955555677,97.6399231,24.8
Aindus,4,7,Zero (== 0),12675,0,0,8.2
Aindus,4,7,< 0.5 (non-zero),23813,6.31809E-06,0.499947667,15.4
Aindus,4,7,0.5 to < Q3,79511,0.500057399,3.955438614,51.6
Aindus,4,8,Top 25% (>= Q3),6103,3.956735611,83.79127502,80.1
Aindus,4,8,Zero (== 0),5,0,0,0.1
Aindus,4,8,< 0.5 (non-zero),191,0.003438771,0.498602867,2.5
Aindus,4,8,0.5 to < Q3,1317,0.500122011,3.954938412,17.3
Aindus,5,5,Top 25% (>= Q3),0,,,0
Aindus,5,5,Zero (== 0),3,0,0,12.5
Aindus,5,5,< 0.5 (non-zero),3,0.439740956,0.46002847,12.5
Aindus,5,5,0.5 to < Q3,18,0.508107543,1.391934633,75
Aindus,5,6,Top 25% (>= Q3),0,,,0
Aindus,5,6,Zero (== 0),46,0,0,60.5
Aindus,5,6,< 0.5 (non-zero),20,0.014548361,0.486087263,26.3
Aindus,5,6,0.5 to < Q3,10,0.521750152,1.002538562,13.2
Aindus,5,7,Top 25% (>= Q3),5138,3.957312107,27.54963112,16.6
Aindus,5,7,Zero (== 0),4204,0,0,13.6
Aindus,5,7,< 0.5 (non-zero),5198,9.75728E-05,0.499945819,16.8
Aindus,5,7,0.5 to < Q3,16370,0.500171959,3.954518795,53
Aindus,5,8,Top 25% (>= Q3),6324,3.957411051,266.1776123,74
Aindus,5,8,Zero (== 0),1,0,0,0
Aindus,5,8,< 0.5 (non-zero),67,0.024615824,0.498467743,0.8
Aindus,5,8,0.5 to < Q3,2150,0.500942826,3.954011917,25.2
Aindus,5,9,Top 25% (>= Q3),90538,3.955524921,147.3641205,25.7
Aindus,5,9,Zero (== 0),21462,0,0,6.1
Aindus,5,9,< 0.5 (non-zero),57421,6.31809E-06,0.499982715,16.3
Aindus,5,9,0.5 to < Q3,183083,0.500004411,3.955516815,51.9
Aoffice,1,1,Top 25% (>= Q3),621,3.41477108,10.36412907,16.5
Aoffice,1,1,Zero (== 0),1117,0,0,29.7
Aoffice,1,1,< 0.5 (non-zero),904,0.001145244,0.499539196,24.1
Aoffice,1,1,0.5 to < Q3,1113,0.500152707,3.400804996,29.7
Aoffice,1,2,Top 25% (>= Q3),1201,3.402023792,25.00791931,5.9
Aoffice,1,2,Zero (== 0),7766,0,0,37.9
Aoffice,1,2,< 0.5 (non-zero),4454,5.05447E-05,0.49985218,21.7
Aoffice,1,2,0.5 to < Q3,7063,0.500066221,3.400096178,34.5
Aoffice,1,3,Top 25% (>= Q3),462,3.402685881,12.63079453,3.5
Aoffice,1,3,Zero (== 0),6797,0,0,51.6
Aoffice,1,3,< 0.5 (non-zero),2660,0.00029248,0.499732316,20.2
Aoffice,1,3,0.5 to < Q3,3261,0.500028551,3.401166201,24.7
Aoffice,1,4,Top 25% (>= Q3),1093,3.404965401,29.08800507,30.6
Aoffice,1,4,Zero (== 0),205,0,0,5.7
Aoffice,1,4,< 0.5 (non-zero),211,0.000211179,0.499979794,5.9
Aoffice,1,4,0.5 to < Q3,2065,0.500741959,3.395004749,57.8
Aoffice,1,5,Top 25% (>= Q3),37,3.443217516,4.984918118,0.6
Aoffice,1,5,Zero (== 0),3029,0,0,49.9
Aoffice,1,5,< 0.5 (non-zero),1334,6.4373E-06,0.499866366,22
Aoffice,1,5,0.5 to < Q3,1674,0.500504136,3.39916563,27.5
Aoffice,1,6,Top 25% (>= Q3),1130,3.402471066,19.73680687,8.5
Aoffice,1,6,Zero (== 0),4212,0,0,31.6
Aoffice,1,6,< 0.5 (non-zero),2944,0.000213444,0.499536157,22.1
Aoffice,1,6,0.5 to < Q3,5057,0.500100255,3.401442766,37.8
Aoffice,2,1,Top 25% (>= Q3),2791,3.402214766,21.98370171,7.8
Aoffice,2,1,Zero (== 0),8174,0,0,22.8
Aoffice,2,1,< 0.5 (non-zero),7089,5.53131E-05,0.499984801,19.8
Aoffice,2,1,0.5 to < Q3,17769,0.500049889,3.401566267,49.6
Aoffice,2,2,Top 25% (>= Q3),1721,3.403579235,29.42805099,10.9
Aoffice,2,2,Zero (== 0),3788,0,0,24
Aoffice,2,2,< 0.5 (non-zero),4016,2.63453E-05,0.499927878,25.4
Aoffice,2,2,0.5 to < Q3,6259,0.500259578,3.399336338,39.7
Aoffice,2,3,Top 25% (>= Q3),449,3.463541746,51.4229393,13.5
Aoffice,2,3,Zero (== 0),1735,0,0,52.2
Aoffice,2,3,< 0.5 (non-zero),258,0.001970887,0.495137393,7.8
Aoffice,2,3,0.5 to < Q3,884,0.500378072,3.333343983,26.5
Aoffice,2,4,Top 25% (>= Q3),3187,3.402180195,29.3913517,12.7
Aoffice,2,4,Zero (== 0),2660,0,0,10.6
Aoffice,2,4,< 0.5 (non-zero),5871,0.000169456,0.499999344,23.5
Aoffice,2,4,0.5 to < Q3,13293,0.500030756,3.401345253,53.2
Aoffice,2,5,Top 25% (>= Q3),225,3.405546904,6.125563622,7.1
Aoffice,2,5,Zero (== 0),898,0,0,28.5
Aoffice,2,5,< 0.5 (non-zero),794,0.000356197,0.499538779,25.2
Aoffice,2,5,0.5 to < Q3,1231,0.501390517,3.400655031,39.2
Aoffice,2,6,Top 25% (>= Q3),983,3.402619839,6.583436966,8.7
Aoffice,2,6,Zero (== 0),2367,0,0,21
Aoffice,2,6,< 0.5 (non-zero),3842,5.58496E-05,0.499927461,34.1
Aoffice,2,6,0.5 to < Q3,4067,0.500102997,3.398067474,36.2
Aoffice,2,7,Top 25% (>= Q3),849,3.403267622,13.50744629,25.8
Aoffice,2,7,Zero (== 0),926,0,0,28.1
Aoffice,2,7,< 0.5 (non-zero),146,0.001680911,0.498474538,4.4
Aoffice,2,7,0.5 to < Q3,1374,0.500813901,3.401759624,41.7
Aoffice,3,1,Top 25% (>= Q3),185,3.405068159,17.70023346,79.7
Aoffice,3,1,Zero (== 0),0,,,0
Aoffice,3,1,< 0.5 (non-zero),4,0.290842175,0.42514956,1.7
Aoffice,3,1,0.5 to < Q3,43,0.504140198,3.381751537,18.6
Aoffice,3,2,Top 25% (>= Q3),1102,3.402032852,25.54464912,24.3
Aoffice,3,2,Zero (== 0),1442,0,0,31.7
Aoffice,3,2,< 0.5 (non-zero),564,0.000622034,0.498776555,12.4
Aoffice,3,2,0.5 to < Q3,1435,0.504498482,3.394569397,31.6
Aoffice,3,3,Top 25% (>= Q3),177,3.54430151,18.23941994,7.4
Aoffice,3,3,Zero (== 0),715,0,0,30
Aoffice,3,3,< 0.5 (non-zero),888,5.29289E-05,0.499919891,37.2
Aoffice,3,3,0.5 to < Q3,604,0.500142157,3.212063313,25.4
Aoffice,3,4,Top 25% (>= Q3),275,3.417956352,16.35604668,10.4
Aoffice,3,4,Zero (== 0),223,0,0,8.4
Aoffice,3,4,< 0.5 (non-zero),490,0.001845598,0.498925924,18.5
Aoffice,3,4,0.5 to < Q3,1667,0.51880157,3.399059534,62.7
Aoffice,3,5,Top 25% (>= Q3),38,3.420392275,13.92444324,6.8
Aoffice,3,5,Zero (== 0),205,0,0,36.6
Aoffice,3,5,< 0.5 (non-zero),116,3.79086E-05,0.49711138,20.7
Aoffice,3,5,0.5 to < Q3,201,0.505174696,3.337744951,35.9
Aoffice,3,6,Top 25% (>= Q3),851,3.403574228,18.73616982,20.6
Aoffice,3,6,Zero (== 0),1140,0,0,27.5
Aoffice,3,6,< 0.5 (non-zero),945,0.000228643,0.499777198,22.8
Aoffice,3,6,0.5 to < Q3,1202,0.500438809,3.392962933,29.1
Aoffice,4,1,Top 25% (>= Q3),1824,3.408612251,23.37168121,22.6
Aoffice,4,1,Zero (== 0),1682,0,0,20.8
Aoffice,4,1,< 0.5 (non-zero),1419,0.001752436,0.499050438,17.6
Aoffice,4,1,0.5 to < Q3,3149,0.500197291,3.400709867,39
Aoffice,4,4,Top 25% (>= Q3),2285,3.402652502,16.68289948,19.9
Aoffice,4,4,Zero (== 0),963,0,0,8.4
Aoffice,4,4,< 0.5 (non-zero),3797,0.000178874,0.499891579,33
Aoffice,4,4,0.5 to < Q3,4461,0.500070632,3.401411772,38.7
Aoffice,4,5,Top 25% (>= Q3),0,,,0
Aoffice,4,5,Zero (== 0),79,0,0,12
Aoffice,4,5,< 0.5 (non-zero),57,0.00731796,0.479854882,8.7
Aoffice,4,5,0.5 to < Q3,521,0.504893661,2.108327627,79.3
Aoffice,4,6,Top 25% (>= Q3),1,3.413119793,3.413119793,0.1
Aoffice,4,6,Zero (== 0),352,0,0,19.6
Aoffice,4,6,< 0.5 (non-zero),628,0.000235021,0.492370129,34.9
Aoffice,4,6,0.5 to < Q3,816,0.500929475,3.401715994,45.4
Aoffice,4,7,Top 25% (>= Q3),28027,3.402049541,44.71136856,18.2
Aoffice,4,7,Zero (== 0),18020,0,0,11.7
Aoffice,4,7,< 0.5 (non-zero),29148,9.83477E-06,0.499992311,18.9
Aoffice,4,7,0.5 to < Q3,79090,0.500007689,3.401762009,51.2
Aoffice,4,8,Top 25% (>= Q3),2983,3.402097702,20.82981873,39.2
Aoffice,4,8,Zero (== 0),286,0,0,3.8
Aoffice,4,8,< 0.5 (non-zero),534,0.001612544,0.498657525,7
Aoffice,4,8,0.5 to < Q3,3813,0.500630558,3.400588751,50
Aoffice,5,5,Top 25% (>= Q3),0,,,0
Aoffice,5,5,Zero (== 0),3,0,0,12.5
Aoffice,5,5,< 0.5 (non-zero),15,0.291287899,0.433838129,62.5
Aoffice,5,5,0.5 to < Q3,6,0.606753111,0.900870442,25
Aoffice,5,6,Top 25% (>= Q3),0,,,0
Aoffice,5,6,Zero (== 0),5,0,0,6.6
Aoffice,5,6,< 0.5 (non-zero),46,0.110760033,0.49620378,60.5
Aoffice,5,6,0.5 to < Q3,25,0.585729539,1.185382843,32.9
Aoffice,5,7,Top 25% (>= Q3),9133,3.402458668,77.24924469,29.5
Aoffice,5,7,Zero (== 0),1231,0,0,4
Aoffice,5,7,< 0.5 (non-zero),3934,9.19104E-05,0.49998641,12.7
Aoffice,5,7,0.5 to < Q3,16612,0.500113606,3.401563168,53.8
Aoffice,5,8,Top 25% (>= Q3),5538,3.402492046,20.79932976,64.8
Aoffice,5,8,Zero (== 0),6,0,0,0.1
Aoffice,5,8,< 0.5 (non-zero),134,0.017359436,0.499233842,1.6
Aoffice,5,8,0.5 to < Q3,2864,0.500341177,3.400910616,33.5
Aoffice,5,9,Top 25% (>= Q3),119972,3.401928902,87.53350067,34
Aoffice,5,9,Zero (== 0),20400,0,0,5.8
Aoffice,5,9,< 0.5 (non-zero),40340,1.01924E-05,0.499993801,11.4
Aoffice,5,9,0.5 to < Q3,171792,0.500007033,3.401914358,48.8
Aedu,1,1,Top 25% (>= Q3),15,1.416841984,1.587520599,0.4
Aedu,1,1,Zero (== 0),3082,0,0,82.1
Aedu,1,1,< 0.5 (non-zero),575,9.94205E-05,0.499209523,15.3
Aedu,1,1,0.5 to < Q3,83,0.500679553,1.213304996,2.2
Aedu,1,2,Top 25% (>= Q3),528,1.313523769,2.66310358,2.6
Aedu,1,2,Zero (== 0),12131,0,0,59.2
Aedu,1,2,< 0.5 (non-zero),4005,6.40154E-05,0.499971271,19.6
Aedu,1,2,0.5 to < Q3,3820,0.500320196,1.312597156,18.6
Aedu,1,3,Top 25% (>= Q3),501,1.313886642,2.628642082,3.8
Aedu,1,3,Zero (== 0),9141,0,0,69.4
Aedu,1,3,< 0.5 (non-zero),1976,0.000236213,0.499596894,15
Aedu,1,3,0.5 to < Q3,1562,0.500241816,1.312104464,11.8
Aedu,1,4,Top 25% (>= Q3),20,1.314604521,1.589762926,0.6
Aedu,1,4,Zero (== 0),2409,0,0,67.4
Aedu,1,4,< 0.5 (non-zero),703,0.000191867,0.499601543,19.7
Aedu,1,4,0.5 to < Q3,442,0.500908732,1.30576396,12.3
Aedu,1,5,Top 25% (>= Q3),292,1.323056698,1.894856691,4.8
Aedu,1,5,Zero (== 0),3927,0,0,64.7
Aedu,1,5,< 0.5 (non-zero),1155,0.00017494,0.499455988,19
Aedu,1,5,0.5 to < Q3,700,0.501416206,1.311903715,11.5
Aedu,1,6,Top 25% (>= Q3),71,1.314470768,2.40456295,0.5
Aedu,1,6,Zero (== 0),7845,0,0,58.8
Aedu,1,6,< 0.5 (non-zero),3121,9.20892E-05,0.499621809,23.4
Aedu,1,6,0.5 to < Q3,2306,0.500184059,1.310651541,17.3
Aedu,2,1,Top 25% (>= Q3),3370,1.313409567,2.672208548,9.4
Aedu,2,1,Zero (== 0),12519,0,0,34.9
Aedu,2,1,< 0.5 (non-zero),7915,1.58548E-05,0.499910474,22.1
Aedu,2,1,0.5 to < Q3,12019,0.500056386,1.313020468,33.6
Aedu,2,2,Top 25% (>= Q3),1827,1.313517213,6.091434479,11.6
Aedu,2,2,Zero (== 0),4823,0,0,30.6
Aedu,2,2,< 0.5 (non-zero),4279,9.63211E-05,0.499960005,27.1
Aedu,2,2,0.5 to < Q3,4855,0.500081182,1.312711835,30.7
Aedu,2,3,Top 25% (>= Q3),1,1.37791419,1.37791419,0
Aedu,2,3,Zero (== 0),1481,0,0,44.5
Aedu,2,3,< 0.5 (non-zero),1372,0.000727475,0.499872029,41.3
Aedu,2,3,0.5 to < Q3,472,0.500271916,1.181131601,14.2
Aedu,2,4,Top 25% (>= Q3),2962,1.313766837,3.987778187,11.8
Aedu,2,4,Zero (== 0),8779,0,0,35.1
Aedu,2,4,< 0.5 (non-zero),7465,0.000145912,0.499905169,29.8
Aedu,2,4,0.5 to < Q3,5805,0.500147462,1.312757492,23.3
Aedu,2,5,Top 25% (>= Q3),373,1.314425707,1.757036686,11.8
Aedu,2,5,Zero (== 0),176,0,0,5.6
Aedu,2,5,< 0.5 (non-zero),633,0.001190424,0.499576271,20.1
Aedu,2,5,0.5 to < Q3,1966,0.500733256,1.312551975,62.5
Aedu,2,6,Top 25% (>= Q3),1481,1.313438892,5.226196766,13.2
Aedu,2,6,Zero (== 0),4629,0,0,41.1
Aedu,2,6,< 0.5 (non-zero),3103,0.000355184,0.499955356,27.6
Aedu,2,6,0.5 to < Q3,2046,0.500079572,1.313205719,18.1
Aedu,2,7,Top 25% (>= Q3),437,1.313542843,2.310403585,13.3
Aedu,2,7,Zero (== 0),1456,0,0,44.2
Aedu,2,7,< 0.5 (non-zero),762,0.000584006,0.498724461,23.1
Aedu,2,7,0.5 to < Q3,640,0.500074327,1.310434222,19.4
Aedu,3,1,Top 25% (>= Q3),0,,,0
Aedu,3,1,Zero (== 0),180,0,0,77.6
Aedu,3,1,< 0.5 (non-zero),45,0.006729305,0.499920249,19.4
Aedu,3,1,0.5 to < Q3,7,0.533729732,0.884862721,3
Aedu,3,2,Top 25% (>= Q3),17,1.36132443,2.594267368,0.4
Aedu,3,2,Zero (== 0),4336,0,0,95.4
Aedu,3,2,< 0.5 (non-zero),130,0.002474248,0.499226749,2.9
